Satactdt,var3,var15,imp_ent_var16_ult1,imp_op_var39_comer_ult1,imp_op_var39_comer_ult3,imp_op_var40_comer_ult1,imp_op_var40_comer_ult3,imp_op_var40_efect_ult1,imp_op_var40_efect_ult3,imp_op_var40_ult1,imp_op_var41_comer_ult1,imp_op_var41_comer_ult3,imp_op_var41_efect_ult1,imp_op_var41_efect_ult3,imp_op_var41_ult1,imp_op_var39_efect_ult1,imp_op_var39_efect_ult3,imp_op_var39_ult1,imp_sal_var16_ult1,ind_var1_0,ind_var1,ind_var2_0,ind_var2,ind_var5_0,ind_var5,ind_var6_0,ind_var6,ind_var8_0,ind_var8,ind_var12_0,ind_var12,ind_var13_0,ind_var13_corto_0,ind_var13_corto,ind_var13_largo_0,ind_var13_largo,ind_var13_medio_0,ind_var13_medio,ind_var13,ind_var14_0,ind_var14,ind_var17_0,ind_var17,ind_var18_0,ind_var18,ind_var19,ind_var20_0,ind_var20,ind_var24_0,ind_var24,ind_var25_cte,ind_var26_0,ind_var26_cte,ind_var26,ind_var25_0,ind_var25,ind_var27_0,ind_var28_0,ind_var28,ind_var27,ind_var29_0,ind_var29,ind_var30_0,ind_var30,ind_var31_0,ind_var31,ind_var32_cte,ind_var32_0,ind_var32,ind_var33_0,ind_var33,ind_var34_0,ind_var34,ind_var37_cte,ind_var37_0,ind_var37,ind_var39_0,ind_var40_0,ind_var40,ind_var41_0,ind_var41,ind_var39,ind_var44_0,ind_var44,ind_var46_0,ind_var46,num_var1_0,num_var1,num_var4,num_var5_0,num_var5,num_var6_0,num_var6,num_var8_0,Tuition,TuitionIS,Enroll,Choice
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,35.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,150.00","15,150.00","18,814.00","8,150.00","8,150.00",0.00,"1,231.00","1,231.00",0.00,530.00,530.00,0.00,701.00,701.00,0.00,9.00,60.00,31.00,0.00,"2,263.00","1,724.00",0.00,"3,664.00",822.00,0.00
2.00,57.00,9.00,567.00,86.00,423.00,540.00,442.00,0.00,0.00,578.00,19.00,26.00,18.00,26.00,19.00,26.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,180.00,1.00,180.00,1.00,180.00,1.00,180.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00,"1,650.00",1.00,18.00,"4,226.00","4,570.00",0.00,387.00,"40,499.00","36,503.00","36,503.00","36,503.00","31,703.00","31,703.00","40,499.00",37.00,37.00,0.00,26.00,26.00,0.00,11.00,11.00,0.00,1.00,97.00,2.00,0.00,"1,761.00",46.00,"40,499.00","28,606.00",568.00,0.00
3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,100.00,0.00,1.00,1.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,149.00,0.00,"24,980.00","24,980.00","24,980.00","16,400.00","16,400.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,787.00,0.00,0.00,"12,600.00",179.00,0.00
2.00,74.00,78.00,63.00,66.00,403.00,480.00,380.00,0.00,0.00,478.00,16.00,20.00,15.00,20.00,16.00,19.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,3.00,20.00,100.00,1.00,1.00,1.00,1.00,2.00,1.00,184.00,3.00,0.00,"3,500.00",0.00,0.00,16.00,"23,274.00","29,000.00","29,000.00","29,000.00","17,730.00","17,730.00","23,274.00","1,718.00","1,641.00",77.00,267.00,190.00,77.00,"1,451.00","1,451.00",0.00,4.00,32.00,64.00,0.00,689.00,"1,982.00","23,274.00","10,200.00",96.00,0.00
3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,360.00,2.00,0.00,2.00,0.00,1.00,35.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00,781.00,1.00,21.00,"4,910.00","5,320.00",0.00,0.00,"45,691.00","37,961.00","37,961.00","37,961.00","35,461.00","35,461.00","45,691.00",45.00,45.00,0.00,39.00,39.00,0.00,6.00,6.00,0.00,2.00,93.00,5.00,0.00,869.00,16.00,"45,691.00","33,246.00",214.00,0.00
3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,50.00,50.00,1.00,1.00,1.00,1.00,2.00,1.00,184.00,3.00,0.00,"9,099.00",0.00,0.00,143.00,"33,611.00","31,304.00","31,304.00","31,304.00","28,577.00","28,577.00","33,611.00","1,207.00","1,143.00",64.00,749.00,692.00,57.00,458.00,451.00,7.00,1.00,65.00,34.00,0.00,"2,562.00",955.00,"33,611.00","17,604.00",491.00,0.00
3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,321.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00,338.00,3.00,0.00,"4,014.00",0.00,0.00,77.00,"22,527.00","24,678.00","24,678.00","24,678.00","18,645.00","18,645.00","22,527.00",326.00,326.00,0.00,128.00,128.00,0.00,198.00,198.00,0.00,0.00,64.00,36.00,0.00,610.00,295.00,"22,527.00","13,800.00",145.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,367.00","10,712.00","16,610.00","10,067.00","10,412.00",0.00,"1,208.00","1,208.00",0.00,393.00,393.00,0.00,815.00,815.00,0.00,3.00,55.00,42.00,0.00,"1,223.00","1,682.00",0.00,"3,972.00",651.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,117.00","18,038.00","25,706.00","8,261.00","9,182.00",0.00,"2,086.00","2,086.00",0.00,810.00,810.00,0.00,"1,276.00","1,276.00",0.00,6.00,51.00,42.00,0.00,"2,161.00","2,822.00",0.00,"2,538.00",443.00,0.00
3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,7.00,0.00,"26,565.00","26,565.00","26,565.00","15,265.00","15,265.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,286.00,137.00,0.00,"10,665.00",69.00,0.00
2.00,113.00,11.00,820.00,80.00,370.00,455.00,370.00,0.00,0.00,460.00,16.00,19.00,14.00,19.00,15.00,18.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,133.00,1.00,133.00,1.00,133.00,1.00,200.00,1.00,30.00,45.00,1.00,1.00,1.00,1.00,1.00,1.00,448.00,1.00,21.00,"7,346.00","2,773.00",0.00,513.00,"24,668.00","19,076.00","19,076.00","24,668.00","10,282.00","10,282.00","19,076.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,208.00",645.00,"19,076.00","5,592.00",968.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,040.00","14,040.00","17,310.00","9,140.00","9,140.00",0.00,315.00,315.00,0.00,137.00,137.00,0.00,178.00,178.00,0.00,6.00,69.00,24.00,0.00,814.00,498.00,0.00,"3,270.00",352.00,0.00
1.00,203.00,18.00,972.00,88.00,370.00,460.00,360.00,0.00,0.00,480.00,15.00,19.00,14.00,19.00,15.00,18.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,133.00,1.00,133.00,1.00,133.00,1.00,133.00,1.00,25.00,25.00,1.00,1.00,1.00,1.00,1.00,1.00,"2,487.00",1.00,19.00,"2,630.00","1,970.00",0.00,494.00,"22,993.00","20,054.00","20,054.00","26,366.00","12,704.00","12,704.00","16,681.00","1,190.00",627.00,563.00,611.00,426.00,185.00,579.00,201.00,378.00,0.00,88.00,12.00,0.00,"4,966.00",850.00,"16,681.00","6,312.00","1,409.00",0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,972.00","18,972.00","25,116.00","11,472.00","11,472.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,014.00","2,692.00",0.00,"2,130.00",572.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,35.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00,32.00,1.00,21.00,"1,385.00","1,315.00",0.00,0.00,"11,130.00",0.00,0.00,0.00,0.00,0.00,"11,130.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,30.00,"11,130.00","6,840.00",13.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00,60.00,1.00,21.00,0.00,0.00,"8,500.00",0.00,"18,094.00",0.00,0.00,0.00,0.00,0.00,"18,094.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,3.00,"18,094.00","7,500.00",17.00,0.00
2.00,19.00,34.00,8.00,22.00,458.00,580.00,404.00,415.00,550.00,500.00,15.00,23.00,15.00,22.00,15.00,25.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,25.00,25.00,1.00,1.00,1.00,1.00,2.00,1.00,169.00,1.00,19.00,"4,400.00","4,900.00",0.00,15.00,"43,180.00","47,810.00","47,810.00","47,810.00","34,210.00","34,210.00","43,180.00",390.00,214.00,176.00,194.00,78.00,116.00,196.00,136.00,60.00,7.00,43.00,50.00,0.00,429.00,228.00,"43,180.00","29,700.00",28.00,0.00
2.00,230.00,93.00,137.00,55.00,530.00,620.00,560.00,510.00,590.00,650.00,24.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,75.00,100.00,1.00,1.00,1.00,1.00,2.00,1.00,750.00,2.00,0.00,"6,400.00","3,360.00",0.00,108.00,"41,311.00","42,663.00","42,663.00","42,663.00","32,751.00","32,751.00","41,311.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,674.00",27.00,"41,311.00","26,900.00",240.00,0.00
1.00,732.00,69.00,602.00,57.00,390.00,450.00,390.00,0.00,0.00,460.00,16.00,19.00,16.00,19.00,15.00,19.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,161.00,1.00,161.00,1.00,161.00,1.00,161.00,1.00,20.00,20.00,1.00,1.00,1.00,1.00,1.00,1.00,"2,048.00",1.00,16.00,"4,652.00","2,848.00",0.00,367.00,"31,094.00","20,448.00","20,448.00","32,352.00","11,166.00","11,166.00","19,190.00","1,303.00",884.00,419.00,656.00,496.00,160.00,647.00,388.00,259.00,1.00,76.00,23.00,0.00,"3,426.00",849.00,"19,190.00","3,610.00",501.00,0.00
