Satactdt,var3,var15,imp_ent_var16_ult1,imp_op_var39_comer_ult1,imp_op_var39_comer_ult3,imp_op_var40_comer_ult1,imp_op_var40_comer_ult3,imp_op_var40_efect_ult1,imp_op_var40_efect_ult3,imp_op_var40_ult1,imp_op_var41_comer_ult1,imp_op_var41_comer_ult3,imp_op_var41_efect_ult1,imp_op_var41_efect_ult3,imp_op_var41_ult1,imp_op_var39_efect_ult1,imp_op_var39_efect_ult3,imp_op_var39_ult1,imp_sal_var16_ult1,ind_var1_0,ind_var1,ind_var2_0,ind_var2,ind_var5_0,ind_var5,ind_var6_0,ind_var6,ind_var8_0,ind_var8,ind_var12_0,ind_var12,ind_var13_0,ind_var13_corto_0,ind_var13_corto,ind_var13_largo_0,ind_var13_largo,ind_var13_medio_0,ind_var13_medio,ind_var13,ind_var14_0,ind_var14,ind_var17_0,ind_var17,ind_var18_0,ind_var18,ind_var19,ind_var20_0,ind_var20,ind_var24_0,ind_var24,ind_var25_cte,ind_var26_0,ind_var26_cte,ind_var26,ind_var25_0,ind_var25,ind_var27_0,ind_var28_0,ind_var28,ind_var27,ind_var29_0,ind_var29,ind_var30_0,ind_var30,ind_var31_0,ind_var31,ind_var32_cte,ind_var32_0,ind_var32,ind_var33_0,ind_var33,ind_var34_0,ind_var34,ind_var37_cte,ind_var37_0,ind_var37,ind_var39_0,ind_var40_0,ind_var40,ind_var41_0,ind_var41,ind_var39,ind_var44_0,ind_var44,ind_var46_0,ind_var46,num_var1_0,num_var1,num_var4,num_var5_0,num_var5,num_var6_0,num_var6,num_var8_0,Tuition,TuitionIS,Enroll,Choice
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,0,2,0,2,0,2,0,1,35,0,1,1,1,1,1,2,0,3,0,0,0,0,0,0,15150,15150,18814,8150,8150,0,1231,1231,0,530,530,0,701,701,0,9,60,31,0,2263,1724,0,3664,822,0
2,57,9,567,86,423,540,442,0,0,578,19,26,18,26,19,26,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,180,1,180,1,180,1,180,1,0,0,1,1,1,1,2,1,1650,1,18,4226,4570,0,387,40499,36503,36503,36503,31703,31703,40499,37,37,0,26,26,0,11,11,0,1,97,2,0,1761,46,40499,28606,568,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,100,0,1,1,2,2,2,2,0,3,0,0,0,0,149,0,24980,24980,24980,16400,16400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,12600,179,0
2,74,78,63,66,403,480,380,0,0,478,16,20,15,20,16,19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,3,20,100,1,1,1,1,2,1,184,3,0,3500,0,0,16,23274,29000,29000,29000,17730,17730,23274,1718,1641,77,267,190,77,1451,1451,0,4,32,64,0,689,1982,23274,10200,96,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,0,1,360,2,0,2,0,1,35,0,1,1,1,1,2,1,781,1,21,4910,5320,0,0,45691,37961,37961,37961,35461,35461,45691,45,45,0,39,39,0,6,6,0,2,93,5,0,869,16,45691,33246,214,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,50,50,1,1,1,1,2,1,184,3,0,9099,0,0,143,33611,31304,31304,31304,28577,28577,33611,1207,1143,64,749,692,57,458,451,7,1,65,34,0,2562,955,33611,17604,491,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0,1,1,0,1,0,0,0,0,2,0,1,321,2,0,2,0,2,0,0,1,1,1,1,2,1,338,3,0,4014,0,0,77,22527,24678,24678,24678,18645,18645,22527,326,326,0,128,128,0,198,198,0,0,64,36,0,610,295,22527,13800,145,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,0,2,0,2,0,2,0,1,0,0,1,1,1,1,1,2,0,3,0,0,0,0,0,0,10367,10712,16610,10067,10412,0,1208,1208,0,393,393,0,815,815,0,3,55,42,0,1223,1682,0,3972,651,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,0,0,1,1,1,1,1,2,0,3,0,0,0,0,0,0,17117,18038,25706,8261,9182,0,2086,2086,0,810,810,0,1276,1276,0,6,51,42,0,2161,2822,0,2538,443,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,0,0,1,1,1,1,2,2,0,3,0,0,0,0,7,0,26565,26565,26565,15265,15265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,137,0,10665,69,0
2,113,11,820,80,370,455,370,0,0,460,16,19,14,19,15,18,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,133,1,133,1,133,1,200,1,30,45,1,1,1,1,1,1,448,1,21,7346,2773,0,513,24668,19076,19076,24668,10282,10282,19076,0,0,0,0,0,0,0,0,0,0,0,0,0,4208,645,19076,5592,968,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,0,2,0,2,0,2,0,1,0,0,1,1,1,1,1,2,0,3,0,0,0,0,0,0,14040,14040,17310,9140,9140,0,315,315,0,137,137,0,178,178,0,6,69,24,0,814,498,0,3270,352,0
1,203,18,972,88,370,460,360,0,0,480,15,19,14,19,15,18,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,133,1,133,1,133,1,133,1,25,25,1,1,1,1,1,1,2487,1,19,2630,1970,0,494,22993,20054,20054,26366,12704,12704,16681,1190,627,563,611,426,185,579,201,378,0,88,12,0,4966,850,16681,6312,1409,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,0,0,1,1,1,1,1,2,0,3,0,0,0,0,0,0,18972,18972,25116,11472,11472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2692,0,2130,572,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,35,0,1,1,1,1,2,1,32,1,21,1385,1315,0,0,11130,0,0,0,0,0,11130,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,11130,6840,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,0,0,1,1,1,1,2,1,60,1,21,0,0,8500,0,18094,0,0,0,0,0,18094,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,18094,7500,17,0
2,19,34,8,22,458,580,404,415,550,500,15,23,15,22,15,25,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,25,25,1,1,1,1,2,1,169,1,19,4400,4900,0,15,43180,47810,47810,47810,34210,34210,43180,390,214,176,194,78,116,196,136,60,7,43,50,0,429,228,43180,29700,28,0
2,230,93,137,55,530,620,560,510,590,650,24,27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,2,0,2,0,2,0,2,0,1,75,100,1,1,1,1,2,1,750,2,0,6400,3360,0,108,41311,42663,42663,42663,32751,32751,41311,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,27,41311,26900,240,0
1,732,69,602,57,390,450,390,0,0,460,16,19,16,19,15,19,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,161,1,161,1,161,1,161,1,20,20,1,1,1,1,1,1,2048,1,16,4652,2848,0,367,31094,20448,20448,32352,11166,11166,19190,1303,884,419,656,496,160,647,388,259,1,76,23,0,3426,849,19190,3610,501,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,0,2,0,2,0,2,0,1,23,0,1,1,1,1,1,2,0,3,0,0,0,0,0,0,9492,9492,11412,5735,5735,0,2491,2491,0,1398,1398,0,1093,1093,0,2,35,63,0,2198,1737,0,1920,658,0
2,100,95,0,0,380,480,430,410,500,470,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,1,174,1,174,1,174,1,35,50,1,1,1,1,2,1,240,1,19,0,0,11754,42,46528,46696,46696,46696,35324,35324,46528,0,0,0,0,0,0,0,0,0,0,0,0,0,1406,261,46528,27888,123,0
2,31,8,339,92,460,620,480,490,580,640,22,27,21,27,21,27,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,180,1,180,1,180,1,180,1,40,0,1,1,1,2,2,1,1551,2,0,4740,4950,0,195,45884,45884,45884,45884,36194,36194,45884,13,13,0,9,9,0,4,4,0,5,94,1,0,1353,29,45884,33600,345,1
2,247,60,33,8,480,570,480,0,0,585,20,25,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,181,1,207,1,207,1,181,4,25,50,1,1,1,2,2,1,1152,1,21,5320,4250,0,182,47390,47020,47020,47020,38220,38220,47390,0,0,0,0,0,0,0,0,0,0,0,0,0,2163,101,47390,34520,389,0
2,36,6,533,94,390,470,400,0,0,500,16,20,15,21,16,18,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,133,1,133,1,133,1,133,1,0,10,1,1,1,1,2,1,1726,1,21,5459,2540,0,253,20139,21590,21590,21590,13591,13591,20139,1441,798,643,766,579,187,675,219,456,1,74,25,0,3079,871,20139,4435,574,0
2,160,41,234,59,420,510,440,390,480,520,19,24,18,21,17,23,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,1,163,1,163,1,163,1,0,0,1,1,1,1,2,1,640,1,15,3560,3676,0,262,33296,34432,34432,34432,26660,26660,33296,86,66,20,54,34,20,32,32,0,4,88,8,0,821,49,33296,22530,385,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,20,0,1,1,1,1,2,2,0,3,0,0,0,0,0,0,18878,18878,18878,13678,13678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534,1458,0,4817,613,0
2,479,89,177,33,480,580,500,0,0,600,21,27,20,26,22,27,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,172,1,172,2,0,1,172,1,50,60,1,1,1,1,2,1,1461,2,0,5900,5598,0,267,42092,42092,42092,42092,32694,32694,42092,345,56,289,132,40,92,213,16,197,4,93,3,0,2070,292,42092,26884,526,0
2,5,2,195,98,390,580,410,430,490,550,18,23,18,24,16,23,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,2,0,1,314,1,314,1,314,1,0,0,1,1,1,2,2,1,500,1,18,2470,2670,0,92,20300,18500,18500,18500,15200,15200,20300,30,30,0,17,17,0,13,13,0,1,94,5,0,581,27,20300,8500,200,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,0,0,1,1,1,1,1,2,0,3,0,0,0,0,0,0,18131,18131,23451,7412,7412,0,4010,4010,0,570,570,0,3440,3440,0,3,59,37,1,3272,7565,0,1288,1760,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,2,0,2,0,2,0,2,0,1,0,0,1,1,1,1,1,1,236,3,0,5600,0,0,0,20680,16780,19510,20680,9348,12078,16780,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,1701,19510,5880,630,0
2,393,67,269,46,540,650,560,0,0,650,24,29,24,31,24,28,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,189,1,189,1,189,1,189,1,35,0,1,1,1,1,2,1,1844,2,0,5020,4520,0,262,50150,47650,47650,47650,40610,40610,50150,12,12,0,4,4,0,8,8,0,3,97,1,0,2104,36,50150,37260,574,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,0,0,1,1,1,1,2,1,77,1,21,1400,2200,0,0,12212,11140,11140,11140,8660,8660,12212,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,12212,4800,11,0
2,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,50,50,1,1,1,1,2,1,16,3,0,4575,0,0,0,31519,31519,31519,31519,24238,24238,31519,298,158,140,82,55,27,216,103,113,0,59,41,0,279,264,31519,16236,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,2,0,2,0,2,0,2,0,1,0,0,1,1,1,1,2,1,274,1,17,0,0,4400,0,11096,11176,11176,11176,7116,7116,11096,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,1567,11096,1600,588,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,2,0,1,112,2,0,2,0,1,0,0,1,1,1,1,2,1,491,1,21,1850,3710,0,0,21500,20940,20940,20940,16140,16140,21500,0,0,0,0,0,0,0,0,0,0,0,0,0,650,22,21500,11740,125,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,45,70,1,1,1,1,2,1,416,2,0,0,0,10110,2,27364,31976,31976,31976,21132,21132,27364,0,0,0,0,0,0,0,0,0,0,0,0,0,2103,1386,27364,14880,4,0
2,21,5,416,98,460,630,450,470,590,620,21,26,21,27,21,26,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,180,1,180,1,180,1,180,4,25,0,1,1,1,2,2,1,1226,1,19,4495,4495,0,226,42312,42312,42312,42312,33322,33322,42312,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,46,42312,30700,435,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,0,2,0,2,0,2,0,1,0,0,1,1,1,1,1,2,0,3,0,0,0,0,0,0,10620,12420,12420,6120,7920,0,561,561,0,268,268,0,293,293,0,14,57,29,0,1027,936,0,4980,508,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,24,0,1,1,1,1,1,2,0,3,0,0,0,0,0,0,12135,12135,14055,5388,5388,0,775,775,0,211,211,0,564,564,0,6,38,55,0,391,1014,0,1920,313,0
2,400,97,88,21,420,520,430,420,520,540,18,22,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,0,1,207,1,207,1,181,1,25,50,1,1,1,2,2,1,964,1,19,5060,4950,0,141,42030,38150,38150,38150,31950,31950,42030,0,0,0,0,0,0,0,0,0,0,0,0,0,1805,1086,42030,27400,410,0
2,3,2,184,93,0,0,0,0,0,0,17,21,15,22,16,20,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,2,0,1,359,2,0,1,359,1,20,0,1,1,1,1,2,1,252,2,0,3000,4150,0,0,33316,35038,35038,35038,27468,27468,33316,1244,701,543,669,349,320,575,352,223,0,63,36,0,1772,750,33316,21576,199,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,0,2,0,2,0,2,0,1,0,0,1,1,1,1,1,2,0,3,0,0,0,0,0,0,14268,15276,16380,7263,8271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,3681,0,2016,893,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,0,0,1,1,1,1,1,2,0,3,0,0,0,0,0,0,13210,14146,15610,7118,8054,0,4160,4160,0,1136,1136,0,3024,3024,0,17,47,36,0,3380,8150,0,1008,1431,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,50,0,1,1,1,1,2,2,0,3,0,0,0,0,0,0,22200,22200,22200,14650,14650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,275,0,12420,47,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,25,0,1,1,1,1,2,2,0,3,0,0,0,0,46,0,38124,38124,38124,31770,31770,0,20,20,0,8,8,0,12,12,0,0,95,5,0,316,116,0,27400,114,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,50,0,1,1,2,2,2,2,0,3,0,0,0,0,40,0,52460,52460,52460,37520,37520,0,38,38,0,38,38,0,0,0,0,0,83,17,0,222,0,0,29900,92,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,50,0,1,1,2,2,2,2,0,3,0,0,0,0,33,0,50710,50710,50710,36710,36710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,29900,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,30,60,1,1,1,1,2,1,35,3,0,2000,0,0,0,16803,27780,27780,27780,19701,19701,16803,88,80,8,63,55,8,25,25,0,0,28,72,0,97,30,16803,8160,9,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,1,35,35,1,1,1,1,2,2,0,3,0,0,0,0,2,0,23600,23600,23600,13648,13648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,364,0,7080,24,0
